# Pronounce — full dictionary

Format: <word> | <IPA> | <respelling> | <category> | <confidence> | <source>
Bash | /bæʃ/ | bash | product | community-consensus | https://www.gnu.org/software/bash/
Swift | /swɪft/ | swift | product | community-consensus | https://www.swift.org/
Rust | /rʌst/ | rust | product | community-consensus | https://www.rust-lang.org/
Go | /ɡoʊ/ | go | product | community-consensus | https://go.dev/
Ruby | /ˈruːbi/ | ruby | product | community-consensus | https://www.ruby-lang.org/
npm | /ˌɛn piː ˈɛm/ | N P M | cli-tool | community-consensus | https://docs.npmjs.com/about-npm
yarn | /jɑːrn/ | yarn | cli-tool | community-consensus | https://yarnpkg.com/
SPA | /ˌɛs piː ˈeɪ/ | S P A | acronym | contested | (no source)
PWA | /ˌpiː dʌbəl juː ˈeɪ/ | P W A | acronym | community-consensus | (no source)
SSR | /ˌɛs ɛs ˈɑːr/ | S S R | acronym | community-consensus | (no source)
CSR | /ˌsiː ɛs ˈɑːr/ | C S R | acronym | community-consensus | (no source)
SSG | /ˌɛs ɛs ˈdʒiː/ | S S G | acronym | community-consensus | (no source)
ISR | /ˌaɪ ɛs ˈɑːr/ | I S R | acronym | community-consensus | https://nextjs.org/docs/
DOM | /dɒm/ | dom | cs-term | community-consensus | (no source)
AST | /ˌeɪ ɛs ˈtiː/ | A S T | acronym | community-consensus | (no source)
V8 | /ˌviː ˈeɪt/ | V eight | tool | community-consensus | https://v8.dev/
BFF | /ˌbiː ɛf ˈɛf/ | B F F | acronym | community-consensus | (no source)
JPA | /ˌdʒeɪ piː ˈeɪ/ | J P A | acronym | community-consensus | (no source)
JDBC | /ˌdʒeɪ diː biː ˈsiː/ | J D B C | acronym | community-consensus | (no source)
POJO | /ˈpoʊ dʒoʊ/ | POE joh | acronym | community-consensus | https://en.wikipedia.org/wiki/Plain_old_Java_object
DTO | /ˌdiː tiː ˈoʊ/ | D T O | acronym | community-consensus | (no source)
Adam | /ˈæ dəm/ | adam | cs-term | community-consensus | https://arxiv.org/abs/1412.6980
AdamW | /ˈæ dəm ˈdʌbəl juː/ | adam W | cs-term | community-consensus | https://arxiv.org/abs/1711.05101
Transformer | /trænsˈfɔːr mər/ | trans former | cs-term | community-consensus | https://arxiv.org/abs/1706.03762
BERT | /bɜːrt/ | burt | product | community-consensus | https://arxiv.org/abs/1810.04805
T5 | /ˌtiː ˈfaɪv/ | T five | product | community-consensus | https://arxiv.org/abs/1910.10683
PaLM | /pɑːm/ | pom | product | contested | https://arxiv.org/abs/2204.02311
SAM | /sæm/ | sam | product | community-consensus | https://segment-anything.com/
CLIP | /klɪp/ | clip | product | community-consensus | https://openai.com/research/clip
DINO | /ˈdiː noʊ/ | DEE noh | product | community-consensus | https://arxiv.org/abs/2104.14294
ColBERT | /kɒlˈbɜːrt/ | col BURT | product | community-consensus | https://arxiv.org/abs/2004.12832
HNSW | /ˌeɪtʃ ɛn ɛs ˈdʌbəl juː/ | H N S W | cs-term | community-consensus | https://arxiv.org/abs/1603.09320
Karpathy | /kɑːrˈpɑː θi/ | kar PAH thee | product | community-consensus | https://karpathy.ai/
EVM | /ˌiː viː ˈɛm/ | E V M | acronym | community-consensus | https://ethereum.org/en/developers/docs/evm/
ABI | /ˌeɪ biː ˈaɪ/ | A B I | acronym | community-consensus | (no source)
dApp | /ˈdiː æp/ | D app | acronym | community-consensus | https://ethereum.org/en/dapps/
ENS | /ˌiː ɛn ˈɛs/ | E N S | product | community-consensus | https://ens.domains/
SLA | /ˌɛs ɛl ˈeɪ/ | S L A | acronym | community-consensus | (no source)
SLO | /ˌɛs ɛl ˈoʊ/ | S L O | acronym | community-consensus | (no source)
SLI | /ˌɛs ɛl ˈaɪ/ | S L I | acronym | community-consensus | (no source)
KPI | /ˌkeɪ piː ˈaɪ/ | K P I | acronym | community-consensus | (no source)
MTTR | /ˌɛm tiː tiː ˈɑːr/ | M T T R | acronym | community-consensus | (no source)
MTBF | /ˌɛm tiː biː ˈɛf/ | M T B F | acronym | community-consensus | (no source)
uvicorn | /ˌjuː viː ˈkɔːrn/ | yoo vee corn | tool | community-consensus | https://www.uvicorn.org/
gunicorn | /ˈɡʌn i kɔːrn/ | GUN i corn | tool | community-consensus | https://gunicorn.org/
WSGI | /ˈwɪz ɡi/ | WIZ gee | acronym | contested | https://wsgi.readthedocs.io/
WebKit | /ˈwɛb kɪt/ | web kit | product | community-consensus | https://webkit.org/
Big-O | /ˌbɪɡ ˈoʊ/ | big oh | cs-term | community-consensus | https://en.wikipedia.org/wiki/Big_O_notation
pub/sub | /ˈpʌb sʌb/ | pub sub | cs-term | community-consensus | (no source)
OOM | /ˌoʊ oʊ ˈɛm/ | O O M | acronym | contested | (no source)
i18n | /ˌaɪ eɪˈtiːn ɛn/ | eye eighteen N | abbreviation | community-consensus | https://en.wikipedia.org/wiki/Internationalization_and_localization
l10n | /ˌɛl tɛn ˈɛn/ | L ten N | abbreviation | community-consensus | https://en.wikipedia.org/wiki/Internationalization_and_localization
a11y | /ˌeɪ ɪˈlɛvən waɪ/ | A eleven Y | abbreviation | creator-clarified | https://www.a11yproject.com/
e2e | /ˌiː tuː ˈiː/ | E two E | abbreviation | community-consensus | (no source)
m17n | /ˌɛm sɛvənˈtiːn ɛn/ | M seventeen N | abbreviation | community-consensus | (no source)
s11n | /ˌɛs ɪˈlɛvən ɛn/ | S eleven N | abbreviation | community-consensus | (no source)
p13n | /ˌpiː θɜːrˈtiːn ɛn/ | P thirteen N | abbreviation | community-consensus | (no source)
g11n | /ˌdʒiː ɪˈlɛvən ɛn/ | G eleven N | abbreviation | community-consensus | (no source)
Hopper | /ˈhɒpər/ | HOP er | product | community-consensus | https://en.wikipedia.org/wiki/Hopper_(microarchitecture)
Blackwell | /ˈblæk wɛl/ | BLACK well | product | community-consensus | https://en.wikipedia.org/wiki/Blackwell_(microarchitecture)
Lovelace | /ˈlʌv leɪs/ | LUV lace | product | community-consensus | https://en.wikipedia.org/wiki/Ada_Lovelace_(microarchitecture)
Ampere | /ˈæm pɪər/ | AM peer | product | contested | https://en.wikipedia.org/wiki/Ampere_(microarchitecture)
Volta | /ˈvoʊl tə/ | VOLE ta | product | community-consensus | https://en.wikipedia.org/wiki/Volta_(microarchitecture)
Pascal | /pæˈskæl/ | pas KAL | product | contested | https://en.wikipedia.org/wiki/Pascal_(microarchitecture)
Grace | /ɡreɪs/ | grace | product | community-consensus | https://www.nvidia.com/en-us/data-center/grace-cpu/
Turing | /ˈtʊər ɪŋ/ | TURE ing | product | community-consensus | https://en.wikipedia.org/wiki/Turing_(microarchitecture)
Heartbleed | /ˈhɑːrt bliːd/ | heart bleed | cs-term | community-consensus | https://heartbleed.com/
Shellshock | /ˈʃɛl ʃɒk/ | shell shock | cs-term | community-consensus | https://en.wikipedia.org/wiki/Shellshock_(software_bug)
Log4Shell | /ˌlɒɡ fɔːr ˈʃɛl/ | log four shell | cs-term | community-consensus | https://en.wikipedia.org/wiki/Log4Shell
Spectre | /ˈspɛk tər/ | SPEK ter | cs-term | community-consensus | https://spectreattack.com/
Meltdown | /ˈmɛlt daʊn/ | melt down | cs-term | community-consensus | https://meltdownattack.com/
Druid | /ˈdruː ɪd/ | DROO id | product | community-consensus | https://druid.apache.org/
Pinot | /ˈpiː noʊ/ | PEE noh | product | community-consensus | https://pinot.apache.org/
TiDB | /ˌtiː aɪ diː ˈbiː/ | T I D B | product | community-consensus | https://www.pingcap.com/tidb/
YugabyteDB | /ˈjuː ɡə baɪt diː biː/ | YOO guh bite D B | product | community-consensus | https://www.yugabyte.com/
StarRocks | /ˈstɑːr rɒks/ | star rocks | product | community-consensus | https://www.starrocks.io/
Doris | /ˈdɔːr ɪs/ | DOR is | product | community-consensus | https://doris.apache.org/
Hardhat | /ˈhɑːrd hæt/ | hard hat | tool | community-consensus | https://hardhat.org/
Foundry | /ˈfaʊn dri/ | FOUN dree | tool | community-consensus | https://getfoundry.sh/
Anvil | /ˈæn vɪl/ | AN vil | tool | community-consensus | https://book.getfoundry.sh/anvil/
Solana | /səˈlɑː nə/ | suh LAH nuh | product | community-consensus | https://solana.com/
WHATWG | /ˈwɒt wɪɡ/ | WAT wig | acronym | contested | https://whatwg.org/
ECMA | /ˈɛk mə/ | EK ma | acronym | contested | https://ecma-international.org/
IETF | /ˌaɪ iː tiː ˈɛf/ | I E T F | acronym | community-consensus | https://www.ietf.org/
Raft | /ræft/ | raft | cs-term | creator-clarified | https://raft.github.io/
Paxos | /ˈpæk soʊs/ | PAK sose | cs-term | community-consensus | https://en.wikipedia.org/wiki/Paxos_(computer_science)
gossip | /ˈɡɒs ɪp/ | gossip | cs-term | community-consensus | https://en.wikipedia.org/wiki/Gossip_protocol
Byzantine | /bɪˈzæn tiːn/ | biz AN teen | cs-term | contested | https://lamport.azurewebsites.net/pubs/byz.pdf
quorum | /ˈkwɔːr əm/ | QUOR um | cs-term | community-consensus | (no source)
Lamport | /ˈlæm pɔːrt/ | LAM port | cs-term | creator-clarified | https://lamport.azurewebsites.net/
Saga | /ˈsɑː ɡə/ | SAH guh | cs-term | community-consensus | https://microservices.io/patterns/data/saga.html
HLC | /ˌeɪtʃ ɛl ˈsiː/ | H L C | acronym | community-consensus | https://cse.buffalo.edu/tech-reports/2014-04.pdf
vector clock | /ˈvɛk tər klɒk/ | VEK ter clock | cs-term | community-consensus | https://en.wikipedia.org/wiki/Vector_clock
Ed25519 | /ˌiː diː ˌtwɛnti faɪv faɪv ˌwʌn ˈnaɪn/ | E D twenty-five five one nine | cs-term | community-consensus | https://ed25519.cr.yp.to/
ChaCha20 | /ˈtʃɑː tʃɑː ˌtwɛn ti/ | CHA cha twenty | cs-term | community-consensus | https://datatracker.ietf.org/doc/html/rfc7539
Poly1305 | /ˈpɒl iː ˌθɜːrˌtiːn ˌoʊ ˈfaɪv/ | PA lee thirteen oh five | cs-term | community-consensus | (no source)
X25519 | /ˌɛks ˌtwɛnti faɪv faɪv ˌwʌn ˈnaɪn/ | X twenty-five five one nine | cs-term | community-consensus | https://datatracker.ietf.org/doc/html/rfc7748
OAEP | /ˌoʊ eɪ iː ˈpiː/ | O A E P | acronym | contested | https://datatracker.ietf.org/doc/html/rfc8017
scrypt | /ɛs ˈkrɪpt/ | S crypt | cs-term | creator-clarified | https://www.tarsnap.com/scrypt.html
argon2 | /ˈɑːr ɡən tuː/ | AR gon two | cs-term | community-consensus | https://www.password-hashing.net/
bcrypt | /ˈbiː krɪpt/ | B crypt | cs-term | community-consensus | https://www.usenix.org/legacy/events/usenix99/provos/provos_html/
EC2 | /ˌiː tuː ˈsiː/ | E two C | product | community-consensus | https://aws.amazon.com/ec2/
S3 | /ˌɛs ˈθriː/ | S three | product | community-consensus | https://aws.amazon.com/s3/
RDS | /ˌɑːr diː ˈɛs/ | R D S | product | community-consensus | https://aws.amazon.com/rds/
IAM | /ˌaɪ eɪ ˈɛm/ | I A M | product | community-consensus | https://docs.aws.amazon.com/iam/
KMS | /ˌkeɪ ɛm ˈɛs/ | K M S | product | community-consensus | https://aws.amazon.com/kms/
EKS | /ˌiː keɪ ˈɛs/ | E K S | product | community-consensus | https://aws.amazon.com/eks/
ECS | /ˌiː siː ˈɛs/ | E C S | product | community-consensus | https://aws.amazon.com/ecs/
GKE | /ˌdʒiː keɪ ˈiː/ | G K E | product | community-consensus | https://cloud.google.com/kubernetes-engine
AKS | /ˌeɪ keɪ ˈɛs/ | A K S | product | community-consensus | https://learn.microsoft.com/en-us/azure/aks/
Route53 | /ruːt ˌfɪf ti ˈθriː/ | root fifty-three | product | contested | https://aws.amazon.com/route53/
io_uring | /ˌaɪ oʊ ˈrɪŋ/ | I O ring | cs-term | creator-clarified | https://kernel.dk/io_uring.pdf
Btrfs | /ˈbʌt ər ɛf ɛs/ | BUTTER F S | product | contested | https://btrfs.readthedocs.io/
ZFS | /ˌziː ɛf ˈɛs/ | Z F S | product | community-consensus | https://openzfs.org/
cgroups | /ˈsiː ɡruːps/ | C groups | cs-term | community-consensus | https://docs.kernel.org/admin-guide/cgroup-v2.html
strace | /ˌɛs ˈtreɪs/ | S trace | tool | community-consensus | https://strace.io/
ltrace | /ˌɛl ˈtreɪs/ | L trace | tool | community-consensus | (no source)
syscall | /ˈsɪs kɔːl/ | SIS call | cs-term | community-consensus | (no source)
DeepSeek-R1 | /ˌdiːp siːk ˌɑːr ˈwʌn/ | deep seek R one | product | community-consensus | https://www.deepseek.com/
R1 | /ˌɑːr ˈwʌn/ | R one | abbreviation | community-consensus | (no source)
o1 | /ˌoʊ ˈwʌn/ | O one | product | community-consensus | https://openai.com/o1/
o3 | /ˌoʊ ˈθriː/ | O three | product | community-consensus | https://openai.com/o3/
Sonnet | /ˈsɒn ɪt/ | SON it | product | community-consensus | https://www.anthropic.com/claude
Opus | /ˈoʊ pəs/ | OH pus | product | community-consensus | https://www.anthropic.com/claude
Haiku | /ˈhaɪ kuː/ | HIGH koo | product | community-consensus | https://www.anthropic.com/claude
alpha | /ˈæl fə/ | AL fuh | cs-term | community-consensus | (no source)
beta | /ˈbeɪ tə/ | BAY tuh | cs-term | contested | (no source)
delta | /ˈdɛl tə/ | DEL tuh | cs-term | community-consensus | (no source)
epsilon | /ˈɛp sə lɒn/ | EP suh lon | cs-term | community-consensus | (no source)
mu | /mjuː/ | myoo | cs-term | community-consensus | (no source)
sigma | /ˈsɪɡ mə/ | SIG muh | cs-term | community-consensus | (no source)
pi | /paɪ/ | pye | cs-term | community-consensus | (no source)
theta | /ˈθeɪ tə/ | THAY tuh | cs-term | contested | (no source)
kappa | /ˈkæp ə/ | KAP uh | cs-term | community-consensus | (no source)
zoxide | /ˈzoʊk saɪd/ | ZOAK side | cli-tool | community-consensus | https://github.com/ajeetdsouza/zoxide
bat | /bæt/ | bat | cli-tool | community-consensus | https://github.com/sharkdp/bat
hyperfine | /ˈhaɪ pər faɪn/ | HYPER fyne | cli-tool | community-consensus | https://github.com/sharkdp/hyperfine
tokei | /toʊˈkeɪ/ | toh KAY | cli-tool | community-consensus | https://github.com/XAMPPRocky/tokei
tealdeer | /ˈtiːl dɪər/ | TEAL deer | cli-tool | community-consensus | https://dbrgn.github.io/tealdeer/
difftastic | /dɪfˈtæs tɪk/ | diff TAS tik | cli-tool | community-consensus | https://difftastic.wilfred.me.uk/
jq | /ˌdʒeɪ ˈkjuː/ | J Q | cli-tool | community-consensus | https://jqlang.org/
yq | /ˌwaɪ ˈkjuː/ | Y Q | cli-tool | community-consensus | https://github.com/mikefarah/yq
Cosmos | /ˈkɒz məs/ | COZ mus | product | community-consensus | https://cosmos.network/
Polkadot | /ˈpoʊl kə dɒt/ | POLE kuh dot | product | community-consensus | https://polkadot.network/
Cardano | /kɑːrˈdɑː noʊ/ | kar DAH no | product | community-consensus | https://cardano.org/
Avalanche | /ˈæv ə læntʃ/ | AV uh lanch | product | community-consensus | https://www.avax.network/
Aptos | /ˈæp tɒs/ | AP toss | product | community-consensus | https://aptos.dev/
Sui | /swiː/ | swee | product | community-consensus | https://sui.io/
Optimism | /ˈɒp tə mɪz əm/ | OP tih miz um | product | community-consensus | https://www.optimism.io/
Arbitrum | /ˈɑːr bɪ trəm/ | AR bih trum | product | contested | https://arbitrum.io/
Wasmtime | /ˈwɒz əm taɪm/ | WOZ um time | product | community-consensus | https://wasmtime.dev/
Snowpack | /ˈsnoʊ pæk/ | SNOW pak | product | community-consensus | https://www.snowpack.dev/
WireMock | /ˈwaɪər mɒk/ | WYE er mok | product | community-consensus | https://wiremock.org/
Trino | /ˈtriː noʊ/ | TREE noh | product | community-consensus | https://trino.io/
Skopeo | /skoʊˈpeɪ oʊ/ | skoh PAY oh | cli-tool | community-consensus | https://github.com/containers/skopeo
Buildah | /ˈbɪl də/ | BIL duh | cli-tool | creator-clarified | https://buildah.io/
cert-manager | /sɜːrt ˈmæn ə dʒər/ | sert MAN uh jer | product | community-consensus | https://cert-manager.io/
Verdaccio | /vɛrˈdɑː tʃoʊ/ | ver DAH cho | product | community-consensus | https://verdaccio.org/
Tika | /ˈtiː kə/ | TEE kuh | product | community-consensus | https://tika.apache.org/
Vagrant | /ˈveɪ ɡrənt/ | VAY grunt | product | community-consensus | https://www.vagrantup.com/
KEDA | /ˈkeɪ də/ | KAY duh | product | community-consensus | https://keda.sh/
Theia | /ˈθiː ə/ | THEE uh | product | community-consensus | https://theia-ide.org/
Plausible | /ˈplɔː zə bəl/ | PLAW zuh bul | product | community-consensus | https://plausible.io/
Pinokio | /pɪˈnoʊ ki oʊ/ | pih NO kee oh | product | community-consensus | https://pinokio.computer/
Aviary | /ˈeɪ vi ɛr i/ | AY vee air ee | product | community-consensus | https://aviary.fun/
GTM | /ˌdʒiː tiː ˈɛm/ | G T M | acronym | community-consensus | https://en.wikipedia.org/wiki/Go-to-market_strategy
PLG | /ˌpiː ɛl ˈdʒiː/ | P L G | acronym | community-consensus | https://en.wikipedia.org/wiki/Product-led_growth
SLG | /ˌɛs ɛl ˈdʒiː/ | S L G | acronym | community-consensus | (no source)
prosumer | /proʊˈsuː mər/ | proh SOO mer | cs-term | community-consensus | https://en.wikipedia.org/wiki/Prosumer
TAM | /tæm/ | tam | acronym | contested | https://en.wikipedia.org/wiki/Total_addressable_market
SOM | /sɒm/ | som | acronym | contested | https://en.wikipedia.org/wiki/Total_addressable_market
CAC | /ˌsiː eɪ ˈsiː/ | C A C | acronym | contested | https://en.wikipedia.org/wiki/Customer_acquisition_cost
LTV | /ˌɛl tiː ˈviː/ | L T V | acronym | community-consensus | https://en.wikipedia.org/wiki/Customer_lifetime_value
ARR | /ˌeɪ ɑːr ˈɑːr/ | A R R | acronym | community-consensus | (no source)
MRR | /ˌɛm ɑːr ˈɑːr/ | M R R | acronym | community-consensus | (no source)
NRR | /ˌɛn ɑːr ˈɑːr/ | N R R | acronym | community-consensus | (no source)
