word,ipa,respelling_us,alt_ipa,alt_respelling_us,source_url,source_label,category,confidence,notes,audio_url
vector clock,/ˈvɛk tər klɒk/,VEK ter clock,,,https://en.wikipedia.org/wiki/Vector_clock,Wikipedia,cs-term,community-consensus,"""VEK-ter clock"". Logical-time data structure.",https://pronounce.renlab.ai/audio/vector-clock.mp3
Ed25519,/ˌiː diː ˌtwɛnti faɪv faɪv ˌwʌn ˈnaɪn/,E D twenty-five five one nine,,,https://ed25519.cr.yp.to/,ed25519.cr.yp.to,cs-term,community-consensus,"""E-D-twenty-five-five-one-nine"". EdDSA over Curve25519.",https://pronounce.renlab.ai/audio/ed25519.mp3
ChaCha20,/ˈtʃɑː tʃɑː ˌtwɛn ti/,CHA cha twenty,,,https://datatracker.ietf.org/doc/html/rfc7539,RFC 7539,cs-term,community-consensus,"""CHA-cha twenty"". Bernstein stream cipher.",https://pronounce.renlab.ai/audio/chacha20.mp3
Poly1305,/ˈpɒl iː ˌθɜːrˌtiːn ˌoʊ ˈfaɪv/,PA lee thirteen oh five,,,,,cs-term,community-consensus,"Bernstein MAC; usually said ""Polly-thirteen-oh-five"".",https://pronounce.renlab.ai/audio/poly1305.mp3
X25519,/ˌɛks ˌtwɛnti faɪv faɪv ˌwʌn ˈnaɪn/,X twenty-five five one nine,,,https://datatracker.ietf.org/doc/html/rfc7748,RFC 7748,cs-term,community-consensus,"""X-twenty-five-five-one-nine"". DH on Curve25519.",https://pronounce.renlab.ai/audio/x25519.mp3
OAEP,/ˌoʊ eɪ iː ˈpiː/,O A E P,/ˈweɪ ɛp/,WAY ep,https://datatracker.ietf.org/doc/html/rfc8017,RFC 8017,acronym,contested,"Letter-by-letter dominant; some crypto folks say ""WAY-ep"". Optimal Asymmetric Encryption Padding.",https://pronounce.renlab.ai/audio/oaep.mp3
scrypt,/ɛs ˈkrɪpt/,S crypt,,,https://www.tarsnap.com/scrypt.html,Colin Percival (creator),cs-term,creator-clarified,"Creator Colin Percival: ""ess-crypt"" (S then crypt). ""script"" is common but not the intent.",https://pronounce.renlab.ai/audio/scrypt.mp3
argon2,/ˈɑːr ɡən tuː/,AR gon two,,,https://www.password-hashing.net/,Password Hashing Competition,cs-term,community-consensus,"""AR-gon-two"". 2015 PHC winner.",https://pronounce.renlab.ai/audio/argon2.mp3
bcrypt,/ˈbiː krɪpt/,B crypt,,,https://www.usenix.org/legacy/events/usenix99/provos/provos_html/,Provos & Mazières 1999,cs-term,community-consensus,"""B-crypt"" — B for Blowfish + crypt.",https://pronounce.renlab.ai/audio/bcrypt.mp3
EC2,/ˌiː tuː ˈsiː/,E two C,,,https://aws.amazon.com/ec2/,AWS EC2,product,community-consensus,"""E-two-C"". Elastic Compute Cloud.",https://pronounce.renlab.ai/audio/ec2.mp3
S3,/ˌɛs ˈθriː/,S three,,,https://aws.amazon.com/s3/,AWS S3,product,community-consensus,"""S-three"". Simple Storage Service.",https://pronounce.renlab.ai/audio/s3.mp3
RDS,/ˌɑːr diː ˈɛs/,R D S,,,https://aws.amazon.com/rds/,AWS RDS,product,community-consensus,"Letters ""R-D-S"". Relational Database Service.",https://pronounce.renlab.ai/audio/rds.mp3
IAM,/ˌaɪ eɪ ˈɛm/,I A M,,,https://docs.aws.amazon.com/iam/,AWS IAM,product,community-consensus,"Letters ""I-A-M"". Identity and Access Management.",https://pronounce.renlab.ai/audio/iam.mp3
KMS,/ˌkeɪ ɛm ˈɛs/,K M S,,,https://aws.amazon.com/kms/,AWS KMS,product,community-consensus,"Letters ""K-M-S"". Key Management Service.",https://pronounce.renlab.ai/audio/kms.mp3
EKS,/ˌiː keɪ ˈɛs/,E K S,,,https://aws.amazon.com/eks/,AWS EKS,product,community-consensus,"Letters ""E-K-S"". AWS managed Kubernetes.",https://pronounce.renlab.ai/audio/eks.mp3
ECS,/ˌiː siː ˈɛs/,E C S,,,https://aws.amazon.com/ecs/,AWS ECS,product,community-consensus,"Letters ""E-C-S"". Elastic Container Service.",https://pronounce.renlab.ai/audio/ecs.mp3
GKE,/ˌdʒiː keɪ ˈiː/,G K E,,,https://cloud.google.com/kubernetes-engine,Google GKE,product,community-consensus,"Letters ""G-K-E"". Google Kubernetes Engine.",https://pronounce.renlab.ai/audio/gke.mp3
AKS,/ˌeɪ keɪ ˈɛs/,A K S,,,https://learn.microsoft.com/en-us/azure/aks/,Azure AKS,product,community-consensus,"Letters ""A-K-S"". Azure Kubernetes Service.",https://pronounce.renlab.ai/audio/aks.mp3
Route53,/ruːt ˌfɪf ti ˈθriː/,root fifty-three,/raʊt ˌfɪf ti ˈθriː/,rowt fifty-three,https://aws.amazon.com/route53/,AWS Route 53,product,contested,"US tech ""root""; UK / general ""rowt"". Port 53 = DNS.",https://pronounce.renlab.ai/audio/route53.mp3
io_uring,/ˌaɪ oʊ ˈrɪŋ/,I O ring,,,https://kernel.dk/io_uring.pdf,Jens Axboe paper,cs-term,creator-clarified,"Jens Axboe (creator): ""I-O ring"" — letters I and O then the word ""ring"". The underscore is silent; the ""u"" is the start of ""uring"" → ""ring"". Async I/O syscall API.",https://pronounce.renlab.ai/audio/io_uring.mp3
Btrfs,/ˈbʌt ər ɛf ɛs/,BUTTER F S,/ˌbiː tiː ɑːr ɛf ˈɛs/,B T R F S,https://btrfs.readthedocs.io/,Btrfs docs,product,contested,"Chris Mason / kernel folks: ""butter-F-S"" (B-Tree File System). Letter-by-letter also common.",https://pronounce.renlab.ai/audio/btrfs.mp3
ZFS,/ˌziː ɛf ˈɛs/,Z F S,,,https://openzfs.org/,OpenZFS,product,community-consensus,"Letters ""Z-F-S"". Originally Zettabyte File System.",https://pronounce.renlab.ai/audio/zfs.mp3
cgroups,/ˈsiː ɡruːps/,C groups,,,https://docs.kernel.org/admin-guide/cgroup-v2.html,Linux kernel docs,cs-term,community-consensus,"""C-groups"". Control groups — Linux resource isolation.",https://pronounce.renlab.ai/audio/cgroups.mp3
strace,/ˌɛs ˈtreɪs/,S trace,,,https://strace.io/,strace.io,tool,community-consensus,"""S-trace"" — system call trace.",https://pronounce.renlab.ai/audio/strace.mp3
ltrace,/ˌɛl ˈtreɪs/,L trace,,,,,tool,community-consensus,"""L-trace"" — library-call trace.",https://pronounce.renlab.ai/audio/ltrace.mp3
syscall,/ˈsɪs kɔːl/,SIS call,,,,,cs-term,community-consensus,"""SIS-call"". System call.",https://pronounce.renlab.ai/audio/syscall.mp3
DeepSeek-R1,/ˌdiːp siːk ˌɑːr ˈwʌn/,deep seek R one,,,https://www.deepseek.com/,DeepSeek,product,community-consensus,"""deep-seek R-one"". DeepSeek's reasoning model.",https://pronounce.renlab.ai/audio/deepseek-r1.mp3
R1,/ˌɑːr ˈwʌn/,R one,,,,,abbreviation,community-consensus,"""R-one"". Generic short form, usually DeepSeek-R1.",https://pronounce.renlab.ai/audio/r1.mp3
o1,/ˌoʊ ˈwʌn/,O one,,,https://openai.com/o1/,OpenAI o1,product,community-consensus,"""O-one"". OpenAI reasoning model.",https://pronounce.renlab.ai/audio/o1.mp3
o3,/ˌoʊ ˈθriː/,O three,,,https://openai.com/o3/,OpenAI o3,product,community-consensus,"""O-three"". OpenAI reasoning model.",https://pronounce.renlab.ai/audio/o3.mp3
Sonnet,/ˈsɒn ɪt/,SON it,,,https://www.anthropic.com/claude,Anthropic Claude,product,community-consensus,"""SON-it"" — like the poem. Anthropic's mid-tier Claude.",https://pronounce.renlab.ai/audio/sonnet.mp3
Opus,/ˈoʊ pəs/,OH pus,,,https://www.anthropic.com/claude,Anthropic Claude,product,community-consensus,"""OH-pus"" — Latin for ""work"". Anthropic's frontier tier.",https://pronounce.renlab.ai/audio/opus.mp3
Haiku,/ˈhaɪ kuː/,HIGH koo,,,https://www.anthropic.com/claude,Anthropic Claude,product,community-consensus,"""HIGH-koo"" — Japanese poetic form. Anthropic's fast tier.",https://pronounce.renlab.ai/audio/haiku.mp3
alpha,/ˈæl fə/,AL fuh,,,,,cs-term,community-consensus,"""AL-fuh"". Greek α. Standard release-channel naming + math.",https://pronounce.renlab.ai/audio/alpha.mp3
beta,/ˈbeɪ tə/,BAY tuh,/ˈbiː tə/,BEE tuh,,,cs-term,contested,"US: ""BAY-tuh"". UK: ""BEE-tuh"". Greek β. Release channel + Bayes notation.",https://pronounce.renlab.ai/audio/beta.mp3
delta,/ˈdɛl tə/,DEL tuh,,,,,cs-term,community-consensus,"""DEL-tuh"". Greek δ. Diff/change semantics + git-delta pager.",https://pronounce.renlab.ai/audio/delta.mp3
epsilon,/ˈɛp sə lɒn/,EP suh lon,,,,,cs-term,community-consensus,"""EP-suh-lon"". Greek ε. Floating-point epsilon, ε-greedy.",https://pronounce.renlab.ai/audio/epsilon.mp3
mu,/mjuː/,myoo,,,,,cs-term,community-consensus,"""myoo"". Greek μ. Statistical mean.",https://pronounce.renlab.ai/audio/mu.mp3
sigma,/ˈsɪɡ mə/,SIG muh,,,,,cs-term,community-consensus,"""SIG-muh"". Greek σ. Standard deviation, sum operator.",https://pronounce.renlab.ai/audio/sigma.mp3
pi,/paɪ/,pye,,,,,cs-term,community-consensus,"""pye"". Greek π. 3.14159… Also Raspberry Pi.",https://pronounce.renlab.ai/audio/pi.mp3
theta,/ˈθeɪ tə/,THAY tuh,/ˈθiː tə/,THEE tuh,,,cs-term,contested,"US: ""THAY-tuh"". UK: ""THEE-tuh"". Greek θ. Angles + ML params.",https://pronounce.renlab.ai/audio/theta.mp3
kappa,/ˈkæp ə/,KAP uh,,,,,cs-term,community-consensus,"""KAP-uh"". Greek κ. Twitch chat meme + Cohen's kappa.",https://pronounce.renlab.ai/audio/kappa.mp3
zoxide,/ˈzoʊk saɪd/,ZOAK side,,,https://github.com/ajeetdsouza/zoxide,ajeetdsouza/zoxide,cli-tool,community-consensus,"""ZOAK-side"" — like zinc oxide. Smarter `cd`.",https://pronounce.renlab.ai/audio/zoxide.mp3
bat,/bæt/,bat,,,https://github.com/sharkdp/bat,sharkdp/bat,cli-tool,community-consensus,"English ""bat"". cat clone with syntax highlighting.",https://pronounce.renlab.ai/audio/bat.mp3
hyperfine,/ˈhaɪ pər faɪn/,HYPER fyne,,,https://github.com/sharkdp/hyperfine,sharkdp/hyperfine,cli-tool,community-consensus,"""HYPER-fyne"". CLI benchmarking tool.",https://pronounce.renlab.ai/audio/hyperfine.mp3
tokei,/toʊˈkeɪ/,toh KAY,,,https://github.com/XAMPPRocky/tokei,XAMPPRocky/tokei,cli-tool,community-consensus,"""toh-KAY"". Japanese 時計 (clock). Counts lines of code.",https://pronounce.renlab.ai/audio/tokei.mp3
tealdeer,/ˈtiːl dɪər/,TEAL deer,,,https://dbrgn.github.io/tealdeer/,tealdeer docs,cli-tool,community-consensus,"""TEAL-deer"". tldr client written in Rust.",https://pronounce.renlab.ai/audio/tealdeer.mp3
difftastic,/dɪfˈtæs tɪk/,diff TAS tik,,,https://difftastic.wilfred.me.uk/,difftastic docs,cli-tool,community-consensus,"""diff-TAS-tik"". Structural diff.",https://pronounce.renlab.ai/audio/difftastic.mp3
jq,/ˌdʒeɪ ˈkjuː/,J Q,,,https://jqlang.org/,jq docs,cli-tool,community-consensus,"Letters ""J-Q"". JSON processor.",https://pronounce.renlab.ai/audio/jq.mp3
yq,/ˌwaɪ ˈkjuː/,Y Q,,,https://github.com/mikefarah/yq,mikefarah/yq,cli-tool,community-consensus,"Letters ""Y-Q"". YAML/JSON/XML processor (jq spinoff).",https://pronounce.renlab.ai/audio/yq.mp3
Cosmos,/ˈkɒz məs/,COZ mus,,,https://cosmos.network/,cosmos.network,product,community-consensus,"""KOZ-mus"". L1 blockchain.",https://pronounce.renlab.ai/audio/cosmos.mp3
Polkadot,/ˈpoʊl kə dɒt/,POLE kuh dot,,,https://polkadot.network/,polkadot.network,product,community-consensus,"""POLE-kuh-dot"" — the dance/pattern.",https://pronounce.renlab.ai/audio/polkadot.mp3
Cardano,/kɑːrˈdɑː noʊ/,kar DAH no,,,https://cardano.org/,cardano.org,product,community-consensus,"""kar-DAH-no"". After Gerolamo Cardano (mathematician).",https://pronounce.renlab.ai/audio/cardano.mp3
Avalanche,/ˈæv ə læntʃ/,AV uh lanch,,,https://www.avax.network/,avalanche,product,community-consensus,"""AV-uh-lanch"". L1 blockchain.",https://pronounce.renlab.ai/audio/avalanche.mp3
Aptos,/ˈæp tɒs/,AP toss,,,https://aptos.dev/,aptos.dev,product,community-consensus,"""AP-toss"". Move-based L1.",https://pronounce.renlab.ai/audio/aptos.mp3
Sui,/swiː/,swee,,,https://sui.io/,sui.io,product,community-consensus,"""swee"" — like the wind. Move-based L1.",https://pronounce.renlab.ai/audio/sui.mp3
Optimism,/ˈɒp tə mɪz əm/,OP tih miz um,,,https://www.optimism.io/,optimism.io,product,community-consensus,"""OP-tih-miz-um"". Ethereum L2 rollup.",https://pronounce.renlab.ai/audio/optimism.mp3
Arbitrum,/ˈɑːr bɪ trəm/,AR bih trum,/ɑːrˈbɪ trəm/,ar BIT rum,https://arbitrum.io/,arbitrum.io,product,contested,"""AR-bih-trum"" (Offchain Labs) common; ""ar-BIT-rum"" also heard.",https://pronounce.renlab.ai/audio/arbitrum.mp3
Wasmtime,/ˈwɒz əm taɪm/,WOZ um time,,,https://wasmtime.dev/,wasmtime.dev,product,community-consensus,"""WOZ-um-time"" — wasm + time. WebAssembly runtime.",https://pronounce.renlab.ai/audio/wasmtime.mp3
Snowpack,/ˈsnoʊ pæk/,SNOW pak,,,https://www.snowpack.dev/,snowpack.dev,product,community-consensus,"""SNOW-pak"". ESM build tool (now archived but vocabulary lives on).",https://pronounce.renlab.ai/audio/snowpack.mp3
WireMock,/ˈwaɪər mɒk/,WYE er mok,,,https://wiremock.org/,wiremock.org,product,community-consensus,"""WIRE-mok"". HTTP API mocking server.",https://pronounce.renlab.ai/audio/wiremock.mp3
Trino,/ˈtriː noʊ/,TREE noh,,,https://trino.io/,trino.io,product,community-consensus,"""TREE-noh"". Forked from PrestoSQL in 2020.",https://pronounce.renlab.ai/audio/trino.mp3
Skopeo,/skoʊˈpeɪ oʊ/,skoh PAY oh,,,https://github.com/containers/skopeo,containers/skopeo,cli-tool,community-consensus,"""skoh-PAY-oh"". From Greek σκοπέω ""to look at"". OCI image inspector.",https://pronounce.renlab.ai/audio/skopeo.mp3
Buildah,/ˈbɪl də/,BIL duh,,,https://buildah.io/,buildah.io,cli-tool,creator-clarified,"""BIL-duh"" — Boston-accent ""builder"". Dan Walsh (creator) has confirmed in multiple talks.",https://pronounce.renlab.ai/audio/buildah.mp3
cert-manager,/sɜːrt ˈmæn ə dʒər/,sert MAN uh jer,,,https://cert-manager.io/,cert-manager.io,product,community-consensus,"""sert MAN-uh-jer"". K8s X.509 cert lifecycle. CNCF graduated.",https://pronounce.renlab.ai/audio/cert-manager.mp3
Verdaccio,/vɛrˈdɑː tʃoʊ/,ver DAH cho,,,https://verdaccio.org/,verdaccio.org,product,community-consensus,"""ver-DAH-cho"" — Italian. Named after the verdaccio fresco green-grey underpainting. npm registry proxy.",https://pronounce.renlab.ai/audio/verdaccio.mp3
Tika,/ˈtiː kə/,TEE kuh,,,https://tika.apache.org/,tika.apache.org,product,community-consensus,"""TEE-kuh"". Apache content-extraction toolkit.",https://pronounce.renlab.ai/audio/tika.mp3
Vagrant,/ˈveɪ ɡrənt/,VAY grunt,,,https://www.vagrantup.com/,HashiCorp,product,community-consensus,"""VAY-grunt"" — the English word. HashiCorp VM dev environments.",https://pronounce.renlab.ai/audio/vagrant.mp3
KEDA,/ˈkeɪ də/,KAY duh,,,https://keda.sh/,keda.sh,product,community-consensus,"""KAY-duh"". Kubernetes Event-Driven Autoscaling. CNCF graduated.",https://pronounce.renlab.ai/audio/keda.mp3
Theia,/ˈθiː ə/,THEE uh,,,https://theia-ide.org/,theia-ide.org,product,community-consensus,"""THEE-uh"" — Greek titaness. Eclipse cloud IDE framework.",https://pronounce.renlab.ai/audio/theia.mp3
Plausible,/ˈplɔː zə bəl/,PLAW zuh bul,,,https://plausible.io/,plausible.io,product,community-consensus,"""PLAW-zuh-bul"" — the English word. Privacy-respecting web analytics.",https://pronounce.renlab.ai/audio/plausible.mp3
Pinokio,/pɪˈnoʊ ki oʊ/,pih NO kee oh,,,https://pinokio.computer/,pinokio.computer,product,community-consensus,"""pih-NO-kee-oh"" — like Pinocchio (the puppet) but spelled with k. Local AI app launcher.",https://pronounce.renlab.ai/audio/pinokio.mp3
Aviary,/ˈeɪ vi ɛr i/,AY vee air ee,,,https://aviary.fun/,aviary.fun,product,community-consensus,"""AY-vee-air-ee"" — the English word for a bird enclosure.",https://pronounce.renlab.ai/audio/aviary.mp3
GTM,/ˌdʒiː tiː ˈɛm/,G T M,,,https://en.wikipedia.org/wiki/Go-to-market_strategy,Wikipedia,acronym,community-consensus,"Letters ""G-T-M"". Go-To-Market.",https://pronounce.renlab.ai/audio/gtm.mp3
PLG,/ˌpiː ɛl ˈdʒiː/,P L G,,,https://en.wikipedia.org/wiki/Product-led_growth,Wikipedia,acronym,community-consensus,"Letters ""P-L-G"". Product-Led Growth.",https://pronounce.renlab.ai/audio/plg.mp3
SLG,/ˌɛs ɛl ˈdʒiː/,S L G,,,,,acronym,community-consensus,"Letters ""S-L-G"". Sales-Led Growth.",https://pronounce.renlab.ai/audio/slg.mp3
prosumer,/proʊˈsuː mər/,proh SOO mer,,,https://en.wikipedia.org/wiki/Prosumer,Wikipedia,cs-term,community-consensus,"""proh-SOO-mer"". Portmanteau of professional + consumer.",https://pronounce.renlab.ai/audio/prosumer.mp3
TAM,/tæm/,tam,/ˌtiː eɪ ˈɛm/,T A M,https://en.wikipedia.org/wiki/Total_addressable_market,Wikipedia,acronym,contested,"""tam"" (rhymes with ham) is standard in VC/PM; some say ""T-A-M"". Total Addressable Market.",https://pronounce.renlab.ai/audio/tam.mp3
SOM,/sɒm/,som,/ˌɛs oʊ ˈɛm/,S O M,https://en.wikipedia.org/wiki/Total_addressable_market,Wikipedia,acronym,contested,"""som"" (rhymes with bomb) common; some say ""S-O-M"". Serviceable Obtainable Market.",https://pronounce.renlab.ai/audio/som.mp3
CAC,/ˌsiː eɪ ˈsiː/,C A C,/kæk/,cack,https://en.wikipedia.org/wiki/Customer_acquisition_cost,Wikipedia,acronym,contested,"""C-A-C"" letter-by-letter dominant in tech; ""cack"" (rhymes with back) sometimes heard. Customer Acquisition Cost.",https://pronounce.renlab.ai/audio/cac.mp3
LTV,/ˌɛl tiː ˈviː/,L T V,,,https://en.wikipedia.org/wiki/Customer_lifetime_value,Wikipedia,acronym,community-consensus,"Letters ""L-T-V"". Lifetime Value.",https://pronounce.renlab.ai/audio/ltv.mp3
ARR,/ˌeɪ ɑːr ˈɑːr/,A R R,,,,,acronym,community-consensus,"Letters ""A-R-R"". Annual Recurring Revenue.",https://pronounce.renlab.ai/audio/arr.mp3
MRR,/ˌɛm ɑːr ˈɑːr/,M R R,,,,,acronym,community-consensus,"Letters ""M-R-R"". Monthly Recurring Revenue.",https://pronounce.renlab.ai/audio/mrr.mp3
NRR,/ˌɛn ɑːr ˈɑːr/,N R R,,,,,acronym,community-consensus,"Letters ""N-R-R"". Net Revenue Retention.",https://pronounce.renlab.ai/audio/nrr.mp3
GRR,/ˌdʒiː ɑːr ˈɑːr/,G R R,,,,,acronym,community-consensus,"Letters ""G-R-R"". Gross Revenue Retention.",https://pronounce.renlab.ai/audio/grr.mp3
ICP,/ˌaɪ siː ˈpiː/,I C P,,,,,acronym,community-consensus,"Letters ""I-C-P"". Ideal Customer Profile.",https://pronounce.renlab.ai/audio/icp.mp3
NPS,/ˌɛn piː ˈɛs/,N P S,,,https://en.wikipedia.org/wiki/Net_promoter_score,Wikipedia,acronym,community-consensus,"Letters ""N-P-S"". Net Promoter Score.",https://pronounce.renlab.ai/audio/nps.mp3
OKR,/ˌoʊ keɪ ˈɑːr/,O K R,,,https://en.wikipedia.org/wiki/Objectives_and_key_results,Wikipedia,acronym,community-consensus,"Letters ""O-K-R"". Objectives and Key Results.",https://pronounce.renlab.ai/audio/okr.mp3
ROI,/ˌɑːr oʊ ˈaɪ/,R O I,,,,,acronym,community-consensus,"Letters ""R-O-I"". Return On Investment.",https://pronounce.renlab.ai/audio/roi.mp3
DAU,/ˌdiː eɪ ˈjuː/,D A U,/daʊ/,dow,,,acronym,contested,"""D-A-U"" letter-by-letter most common in West; ""dow"" (rhymes with cow) heard in some East Asian / consumer-app circles. Daily Active Users.",https://pronounce.renlab.ai/audio/dau.mp3
MAU,/ˌɛm eɪ ˈjuː/,M A U,/maʊ/,mow,,,acronym,contested,"""M-A-U"" letters dominant; ""mow"" (rhymes with cow) heard. Monthly Active Users.",https://pronounce.renlab.ai/audio/mau.mp3
B2B,/ˌbiː tə ˈbiː/,B to B,,,,,acronym,community-consensus,"""B-to-B"". Business-to-Business.",https://pronounce.renlab.ai/audio/b2b.mp3
B2C,/ˌbiː tə ˈsiː/,B to C,,,,,acronym,community-consensus,"""B-to-C"". Business-to-Consumer.",https://pronounce.renlab.ai/audio/b2c.mp3
D2C,/ˌdiː tə ˈsiː/,D to C,,,,,acronym,community-consensus,"""D-to-C"". Direct-to-Consumer.",https://pronounce.renlab.ai/audio/d2c.mp3
B2B2C,/ˌbiː tə ˌbiː tə ˈsiː/,B to B to C,,,,,acronym,community-consensus,"""B-to-B-to-C"". Business sells to business that sells to consumer.",https://pronounce.renlab.ai/audio/b2b2c.mp3
IaaS,/ˈaɪ ɑːz/,EYE az,/ˌaɪ eɪ eɪ ˈɛs/,I A A S,,,acronym,contested,"""EYE-az"" common; ""I-A-A-S"" also heard. Infrastructure as a Service.",https://pronounce.renlab.ai/audio/iaas.mp3
freemium,/ˈfriː mi əm/,FREE mee um,,,https://en.wikipedia.org/wiki/Freemium,Wikipedia,cs-term,community-consensus,"""FREE-mee-um"". Free + premium pricing.",https://pronounce.renlab.ai/audio/freemium.mp3
churn,/tʃɜːrn/,chern,,,,,cs-term,community-consensus,"""chern"" — rhymes with burn. Customer attrition rate.",https://pronounce.renlab.ai/audio/churn.mp3
cohort,/ˈkoʊ hɔːrt/,KOH hort,,,,,cs-term,community-consensus,"""KOH-hort"". A group of users tracked together over time.",https://pronounce.renlab.ai/audio/cohort.mp3
funnel,/ˈfʌn əl/,FUH nul,,,,,cs-term,community-consensus,"""FUH-nul"". Visitor → user → paying customer conversion stages.",https://pronounce.renlab.ai/audio/funnel.mp3
scrum,/skrʌm/,scrum,,,https://en.wikipedia.org/wiki/Scrum_(software_development),Wikipedia,cs-term,community-consensus,"""scrum"" — borrowed from rugby (scrummage). Iterative dev framework.",https://pronounce.renlab.ai/audio/scrum.mp3
